SignId,Id,X,Y,Z,Retro,UTC,R,G,B,H,S,B,pX,pY,
11,2919156,33.7782603,-84.3993776,287.084,0.81,64811.02336,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.207,
11,2919157,33.7782603,-84.3993776,287.005,0.82,64811.02340,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.302,
11,2919158,33.7782603,-84.3993777,286.928,0.83,64811.02343,-1,-1,-1,-1.0,-1.000,-1.000,-0.572,0.395,
11,2919159,33.7782603,-84.3993776,286.849,0.82,64811.02346,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.491,
11,2919160,33.7782602,-84.3993775,286.771,0.82,64811.02349,-1,-1,-1,-1.0,-1.000,-1.000,-0.582,0.585,
11,2919161,33.7782602,-84.3993775,286.692,0.83,64811.02353,-1,-1,-1,-1.0,-1.000,-1.000,-0.582,0.681,
11,2919162,33.7782602,-84.3993776,286.614,0.82,64811.02356,-1,-1,-1,-1.0,-1.000,-1.000,-0.584,0.775,
11,2919163,33.7782602,-84.3993775,286.534,0.82,64811.02359,-1,-1,-1,-1.0,-1.000,-1.000,-0.582,0.872,
11,2919164,33.7782602,-84.3993775,286.455,0.82,64811.02362,-1,-1,-1,-1.0,-1.000,-1.000,-0.582,0.967,
11,2919269,33.7782604,-84.3993776,287.161,0.81,64811.03665,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.114,
11,2919270,33.7782604,-84.3993777,287.084,0.81,64811.03668,-1,-1,-1,-1.0,-1.000,-1.000,-0.558,0.207,
11,2919271,33.7782603,-84.3993776,287.006,0.82,64811.03672,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.301,
11,2919272,33.7782603,-84.3993775,286.927,0.83,64811.03675,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.397,
11,2919273,33.7782603,-84.3993775,286.849,0.82,64811.03678,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.491,
11,2919274,33.7782603,-84.3993776,286.771,0.83,64811.03681,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.585,
11,2919275,33.7782603,-84.3993776,286.693,0.83,64811.03685,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.680,
11,2919276,33.7782603,-84.3993776,286.615,0.82,64811.03688,-1,-1,-1,-1.0,-1.000,-1.000,-0.570,0.774,
11,2919277,33.7782603,-84.3993775,286.535,0.82,64811.03691,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.871,
11,2919278,33.7782603,-84.3993775,286.457,0.82,64811.03694,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.965,
11,2919383,33.7782605,-84.3993777,287.162,0.82,64811.04997,-1,-1,-1,-1.0,-1.000,-1.000,-0.544,0.112,
11,2919384,33.7782604,-84.3993775,287.084,0.81,64811.05000,-1,-1,-1,-1.0,-1.000,-1.000,-0.553,0.207,
11,2919385,33.7782604,-84.3993776,287.006,0.82,64811.05004,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.301,
11,2919386,33.7782604,-84.3993776,286.929,0.83,64811.05007,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.394,
11,2919387,33.7782604,-84.3993775,286.850,0.82,64811.05010,-1,-1,-1,-1.0,-1.000,-1.000,-0.553,0.490,
11,2919388,33.7782605,-84.3993778,286.774,0.83,64811.05014,-1,-1,-1,-1.0,-1.000,-1.000,-0.546,0.582,
11,2919389,33.7782603,-84.3993775,286.694,0.83,64811.05017,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.678,
11,2919390,33.7782603,-84.3993774,286.615,0.82,64811.05020,-1,-1,-1,-1.0,-1.000,-1.000,-0.566,0.774,
11,2919391,33.7782604,-84.3993776,286.538,0.82,64811.05023,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.867,
11,2919392,33.7782603,-84.3993775,286.458,0.81,64811.05027,-1,-1,-1,-1.0,-1.000,-1.000,-0.568,0.964,
11,2919498,33.7782605,-84.3993776,287.163,0.81,64811.06329,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.111,
11,2919499,33.7782605,-84.3993776,287.086,0.81,64811.06333,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.204,
11,2919500,33.7782605,-84.3993777,287.008,0.82,64811.06336,-1,-1,-1,-1.0,-1.000,-1.000,-0.544,0.299,
11,2919501,33.7782605,-84.3993777,286.931,0.83,64811.06339,-1,-1,-1,-1.0,-1.000,-1.000,-0.544,0.392,
11,2919502,33.7782604,-84.3993775,286.852,0.82,64811.06342,-1,-1,-1,-1.0,-1.000,-1.000,-0.553,0.487,
11,2919503,33.7782605,-84.3993776,286.774,0.83,64811.06346,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.582,
11,2919504,33.7782605,-84.3993776,286.697,0.83,64811.06349,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.675,
11,2919505,33.7782604,-84.3993776,286.618,0.82,64811.06352,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.770,
11,2919506,33.7782604,-84.3993775,286.539,0.82,64811.06355,-1,-1,-1,-1.0,-1.000,-1.000,-0.553,0.866,
11,2919507,33.7782604,-84.3993776,286.461,0.82,64811.06359,-1,-1,-1,-1.0,-1.000,-1.000,-0.555,0.960,
11,2919614,33.7782605,-84.3993776,287.163,0.82,64811.07661,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.111,
11,2919615,33.7782606,-84.3993776,287.086,0.81,64811.07665,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.204,
11,2919616,33.7782605,-84.3993776,287.008,0.82,64811.07668,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.299,
11,2919617,33.7782605,-84.3993776,286.931,0.83,64811.07671,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.392,
11,2919618,33.7782605,-84.3993775,286.853,0.83,64811.07674,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.486,
11,2919619,33.7782605,-84.3993775,286.775,0.83,64811.07678,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.580,
11,2919620,33.7782605,-84.3993776,286.697,0.82,64811.07681,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.675,
11,2919621,33.7782605,-84.3993776,286.619,0.82,64811.07684,-1,-1,-1,-1.0,-1.000,-1.000,-0.541,0.769,
11,2919622,33.7782605,-84.3993775,286.540,0.82,64811.07687,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.865,
11,2919623,33.7782604,-84.3993775,286.461,0.82,64811.07691,-1,-1,-1,-1.0,-1.000,-1.000,-0.553,0.960,
11,2919730,33.7782606,-84.3993775,287.164,0.81,64811.08993,-1,-1,-1,-1.0,-1.000,-1.000,-0.525,0.110,
11,2919731,33.7782606,-84.3993776,287.086,0.81,64811.08997,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.204,
11,2919732,33.7782606,-84.3993776,287.009,0.82,64811.09000,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.297,
11,2919733,33.7782605,-84.3993774,286.931,0.83,64811.09003,-1,-1,-1,-1.0,-1.000,-1.000,-0.537,0.392,
11,2919734,33.7782606,-84.3993776,286.854,0.83,64811.09007,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.485,
11,2919735,33.7782606,-84.3993776,286.776,0.83,64811.09010,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.579,
11,2919736,33.7782606,-84.3993776,286.699,0.82,64811.09013,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.672,
11,2919737,33.7782605,-84.3993775,286.620,0.82,64811.09016,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.768,
11,2919738,33.7782605,-84.3993775,286.541,0.82,64811.09020,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.863,
11,2919739,33.7782605,-84.3993775,286.463,0.82,64811.09023,-1,-1,-1,-1.0,-1.000,-1.000,-0.539,0.958,
11,2919845,33.7782608,-84.3993777,287.165,0.81,64811.10325,-1,-1,-1,-1.0,-1.000,-1.000,-0.501,0.109,
11,2919846,33.7782607,-84.3993776,287.088,0.81,64811.10329,-1,-1,-1,-1.0,-1.000,-1.000,-0.513,0.202,
11,2919847,33.7782607,-84.3993777,287.011,0.82,64811.10332,-1,-1,-1,-1.0,-1.000,-1.000,-0.515,0.295,
11,2919848,33.7782607,-84.3993776,286.933,0.83,64811.10335,-1,-1,-1,-1.0,-1.000,-1.000,-0.513,0.389,
11,2919849,33.7782607,-84.3993777,286.856,0.83,64811.10339,-1,-1,-1,-1.0,-1.000,-1.000,-0.515,0.482,
11,2919850,33.7782606,-84.3993776,286.778,0.83,64811.10342,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.577,
11,2919851,33.7782606,-84.3993775,286.700,0.83,64811.10345,-1,-1,-1,-1.0,-1.000,-1.000,-0.525,0.671,
11,2919852,33.7782606,-84.3993776,286.623,0.82,64811.10348,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.764,
11,2919853,33.7782606,-84.3993775,286.544,0.82,64811.10352,-1,-1,-1,-1.0,-1.000,-1.000,-0.525,0.860,
11,2919854,33.7782606,-84.3993776,286.467,0.82,64811.10355,-1,-1,-1,-1.0,-1.000,-1.000,-0.527,0.953,
11,2919960,33.7782608,-84.3993777,287.165,0.81,64811.11657,-1,-1,-1,-1.0,-1.000,-1.000,-0.501,0.109,
11,2919961,33.7782608,-84.3993776,287.088,0.81,64811.11660,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.202,
11,2919962,33.7782607,-84.3993775,287.010,0.82,64811.11664,-1,-1,-1,-1.0,-1.000,-1.000,-0.511,0.296,
11,2919963,33.7782608,-84.3993777,286.934,0.83,64811.11667,-1,-1,-1,-1.0,-1.000,-1.000,-0.501,0.388,
11,2919964,33.7782607,-84.3993776,286.856,0.83,64811.11670,-1,-1,-1,-1.0,-1.000,-1.000,-0.513,0.482,
11,2919965,33.7782608,-84.3993776,286.779,0.83,64811.11674,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.576,
11,2919966,33.7782607,-84.3993775,286.701,0.83,64811.11677,-1,-1,-1,-1.0,-1.000,-1.000,-0.511,0.670,
11,2919967,33.7782608,-84.3993777,286.625,0.82,64811.11680,-1,-1,-1,-1.0,-1.000,-1.000,-0.501,0.762,
11,2919968,33.7782607,-84.3993776,286.546,0.82,64811.11683,-1,-1,-1,-1.0,-1.000,-1.000,-0.513,0.857,
11,2919969,33.7782606,-84.3993774,286.466,0.82,64811.11687,-1,-1,-1,-1.0,-1.000,-1.000,-0.523,0.954,
11,2920076,33.7782609,-84.3993776,287.166,0.81,64811.12989,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.108,
11,2920077,33.7782608,-84.3993776,287.089,0.81,64811.12993,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.201,
11,2920078,33.7782608,-84.3993776,287.012,0.82,64811.12996,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.294,
11,2920079,33.7782608,-84.3993776,286.935,0.83,64811.12999,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.387,
11,2920080,33.7782608,-84.3993775,286.857,0.83,64811.13002,-1,-1,-1,-1.0,-1.000,-1.000,-0.497,0.481,
11,2920081,33.7782608,-84.3993776,286.780,0.83,64811.13006,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.574,
11,2920082,33.7782607,-84.3993774,286.701,0.82,64811.13009,-1,-1,-1,-1.0,-1.000,-1.000,-0.509,0.670,
11,2920083,33.7782607,-84.3993775,286.624,0.82,64811.13012,-1,-1,-1,-1.0,-1.000,-1.000,-0.511,0.763,
11,2920084,33.7782608,-84.3993776,286.548,0.82,64811.13016,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.855,
11,2920085,33.7782607,-84.3993776,286.469,0.82,64811.13019,-1,-1,-1,-1.0,-1.000,-1.000,-0.513,0.950,
11,2920189,33.7782609,-84.3993776,287.167,0.81,64811.14321,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.106,
11,2920190,33.7782608,-84.3993774,287.089,0.82,64811.14325,-1,-1,-1,-1.0,-1.000,-1.000,-0.495,0.201,
11,2920191,33.7782609,-84.3993776,287.013,0.82,64811.14328,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.293,
11,2920192,33.7782609,-84.3993776,286.937,0.83,64811.14331,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.385,
11,2920193,33.7782609,-84.3993777,286.860,0.83,64811.14334,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.478,
11,2920194,33.7782609,-84.3993777,286.783,0.83,64811.14338,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.571,
11,2920195,33.7782608,-84.3993776,286.705,0.82,64811.14341,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.665,
11,2920196,33.7782610,-84.3993778,286.630,0.82,64811.14344,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.756,
11,2920197,33.7782609,-84.3993778,286.552,0.82,64811.14347,-1,-1,-1,-1.0,-1.000,-1.000,-0.490,0.850,
11,2920198,33.7782608,-84.3993775,286.471,0.82,64811.14351,-1,-1,-1,-1.0,-1.000,-1.000,-0.497,0.948,
11,2920304,33.7782610,-84.3993778,287.167,0.81,64811.15653,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.106,
11,2920305,33.7782610,-84.3993776,287.090,0.81,64811.15656,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.200,
11,2920306,33.7782609,-84.3993776,287.013,0.82,64811.15660,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.293,
11,2920307,33.7782609,-84.3993775,286.936,0.82,64811.15663,-1,-1,-1,-1.0,-1.000,-1.000,-0.482,0.386,
11,2920308,33.7782609,-84.3993776,286.859,0.83,64811.15666,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.479,
11,2920309,33.7782609,-84.3993776,286.782,0.83,64811.15669,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.572,
11,2920310,33.7782610,-84.3993777,286.706,0.82,64811.15673,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.664,
11,2920311,33.7782609,-84.3993776,286.629,0.83,64811.15676,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.757,
11,2920312,33.7782609,-84.3993775,286.550,0.82,64811.15679,-1,-1,-1,-1.0,-1.000,-1.000,-0.482,0.852,
11,2920313,33.7782610,-84.3993778,286.475,0.82,64811.15683,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.943,
11,2920419,33.7782611,-84.3993777,287.167,0.82,64811.16985,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.106,
11,2920420,33.7782610,-84.3993776,287.091,0.81,64811.16988,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.198,
11,2920421,33.7782610,-84.3993776,287.014,0.82,64811.16992,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.291,
11,2920422,33.7782610,-84.3993776,286.938,0.82,64811.16995,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.383,
11,2920423,33.7782610,-84.3993775,286.860,0.83,64811.16998,-1,-1,-1,-1.0,-1.000,-1.000,-0.468,0.478,
11,2920424,33.7782610,-84.3993776,286.784,0.83,64811.17001,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.570,
11,2920425,33.7782610,-84.3993777,286.707,0.82,64811.17005,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.663,
11,2920426,33.7782610,-84.3993777,286.630,0.82,64811.17008,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.756,
11,2920427,33.7782610,-84.3993776,286.553,0.82,64811.17011,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.849,
11,2920428,33.7782610,-84.3993776,286.475,0.82,64811.17015,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.943,
11,2920534,33.7782612,-84.3993778,287.169,0.81,64811.18317,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.104,
11,2920535,33.7782611,-84.3993777,287.092,0.81,64811.18320,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.197,
11,2920536,33.7782611,-84.3993777,287.016,0.82,64811.18323,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.289,
11,2920537,33.7782611,-84.3993776,286.939,0.83,64811.18327,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.382,
11,2920538,33.7782611,-84.3993777,286.863,0.82,64811.18330,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.474,
11,2920539,33.7782611,-84.3993777,286.786,0.82,64811.18333,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.567,
11,2920540,33.7782611,-84.3993777,286.710,0.82,64811.18337,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.659,
11,2920541,33.7782611,-84.3993777,286.633,0.82,64811.18340,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.752,
11,2920542,33.7782610,-84.3993775,286.554,0.82,64811.18343,-1,-1,-1,-1.0,-1.000,-1.000,-0.468,0.848,
11,2920543,33.7782610,-84.3993776,286.478,0.82,64811.18346,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.940,
11,2920650,33.7782612,-84.3993777,287.169,0.82,64811.19649,-1,-1,-1,-1.0,-1.000,-1.000,-0.445,0.104,
11,2920651,33.7782613,-84.3993778,287.093,0.81,64811.19652,-1,-1,-1,-1.0,-1.000,-1.000,-0.434,0.196,
11,2920652,33.7782612,-84.3993778,287.016,0.82,64811.19655,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.289,
11,2920653,33.7782611,-84.3993776,286.940,0.83,64811.19658,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.381,
11,2920654,33.7782613,-84.3993778,286.864,0.83,64811.19662,-1,-1,-1,-1.0,-1.000,-1.000,-0.434,0.473,
11,2920655,33.7782611,-84.3993776,286.786,0.82,64811.19665,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.567,
11,2920656,33.7782611,-84.3993776,286.710,0.82,64811.19668,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.659,
11,2920657,33.7782611,-84.3993776,286.633,0.82,64811.19671,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.752,
11,2920658,33.7782610,-84.3993775,286.555,0.82,64811.19675,-1,-1,-1,-1.0,-1.000,-1.000,-0.468,0.846,
11,2920659,33.7782611,-84.3993775,286.478,0.82,64811.19678,-1,-1,-1,-1.0,-1.000,-1.000,-0.454,0.940,
11,2920771,33.7782612,-84.3993778,287.169,0.81,64811.20981,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.104,
11,2920772,33.7782612,-84.3993778,287.093,0.81,64811.20984,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.196,
11,2920773,33.7782612,-84.3993777,287.017,0.82,64811.20987,-1,-1,-1,-1.0,-1.000,-1.000,-0.445,0.288,
11,2920774,33.7782611,-84.3993777,286.940,0.83,64811.20990,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.381,
11,2920775,33.7782611,-84.3993776,286.864,0.82,64811.20994,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.473,
11,2920776,33.7782611,-84.3993776,286.787,0.82,64811.20997,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.566,
11,2920777,33.7782611,-84.3993776,286.711,0.82,64811.21000,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.658,
11,2920778,33.7782611,-84.3993776,286.634,0.82,64811.21003,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.751,
11,2920779,33.7782611,-84.3993776,286.558,0.83,64811.21007,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.843,
11,2920780,33.7782611,-84.3993777,286.481,0.82,64811.21010,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.936,
11,2920895,33.7782612,-84.3993777,287.170,0.81,64811.22312,-1,-1,-1,-1.0,-1.000,-1.000,-0.445,0.103,
11,2920896,33.7782612,-84.3993778,287.094,0.81,64811.22316,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.195,
11,2920897,33.7782612,-84.3993777,287.018,0.82,64811.22319,-1,-1,-1,-1.0,-1.000,-1.000,-0.445,0.287,
11,2920898,33.7782611,-84.3993777,286.942,0.83,64811.22322,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.378,
11,2920899,33.7782611,-84.3993777,286.865,0.82,64811.22325,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.472,
11,2920900,33.7782612,-84.3993778,286.790,0.82,64811.22329,-1,-1,-1,-1.0,-1.000,-1.000,-0.448,0.562,
11,2920901,33.7782612,-84.3993780,286.715,0.82,64811.22332,-1,-1,-1,-1.0,-1.000,-1.000,-0.455,0.653,
11,2920902,33.7782611,-84.3993777,286.637,0.82,64811.22335,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.747,
11,2920903,33.7782611,-84.3993776,286.559,0.82,64811.22339,-1,-1,-1,-1.0,-1.000,-1.000,-0.457,0.842,
11,2920904,33.7782611,-84.3993777,286.483,0.82,64811.22342,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.933,
11,2921019,33.7782611,-84.3993778,287.169,0.81,64811.23644,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.104,
11,2921020,33.7782610,-84.3993776,287.093,0.81,64811.23647,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.196,
11,2921021,33.7782610,-84.3993776,287.017,0.82,64811.23651,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.288,
11,2921022,33.7782611,-84.3993778,286.942,0.83,64811.23654,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.378,
11,2921023,33.7782611,-84.3993778,286.866,0.82,64811.23657,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.470,
11,2921024,33.7782612,-84.3993779,286.791,0.83,64811.23660,-1,-1,-1,-1.0,-1.000,-1.000,-0.452,0.561,
11,2921025,33.7782610,-84.3993776,286.712,0.82,64811.23664,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.657,
11,2921026,33.7782611,-84.3993778,286.637,0.82,64811.23667,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.747,
11,2921027,33.7782610,-84.3993777,286.560,0.82,64811.23670,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.840,
11,2921028,33.7782611,-84.3993777,286.484,0.82,64811.23673,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.932,
11,2921145,33.7782611,-84.3993777,287.169,0.81,64811.24976,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.104,
11,2921146,33.7782611,-84.3993777,287.094,0.81,64811.24979,-1,-1,-1,-1.0,-1.000,-1.000,-0.459,0.195,
11,2921147,33.7782610,-84.3993776,287.018,0.82,64811.24982,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.287,
11,2921148,33.7782610,-84.3993776,286.942,0.83,64811.24986,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.378,
11,2921149,33.7782611,-84.3993778,286.867,0.82,64811.24989,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.469,
11,2921150,33.7782611,-84.3993778,286.791,0.82,64811.24992,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.561,
11,2921151,33.7782610,-84.3993778,286.715,0.82,64811.24996,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.653,
11,2921152,33.7782611,-84.3993778,286.639,0.82,64811.24999,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.745,
11,2921153,33.7782610,-84.3993776,286.561,0.82,64811.25002,-1,-1,-1,-1.0,-1.000,-1.000,-0.471,0.839,
11,2921154,33.7782610,-84.3993777,286.485,0.81,64811.25005,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.931,
11,2921276,33.7782611,-84.3993779,287.170,0.81,64811.26307,-1,-1,-1,-1.0,-1.000,-1.000,-0.465,0.103,
11,2921277,33.7782611,-84.3993778,287.095,0.81,64811.26311,-1,-1,-1,-1.0,-1.000,-1.000,-0.462,0.193,
11,2921278,33.7782611,-84.3993780,287.020,0.82,64811.26314,-1,-1,-1,-1.0,-1.000,-1.000,-0.469,0.284,
11,2921279,33.7782610,-84.3993778,286.944,0.82,64811.26317,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.376,
11,2921280,33.7782611,-84.3993779,286.868,0.82,64811.26321,-1,-1,-1,-1.0,-1.000,-1.000,-0.465,0.468,
11,2921281,33.7782609,-84.3993776,286.791,0.82,64811.26324,-1,-1,-1,-1.0,-1.000,-1.000,-0.485,0.561,
11,2921282,33.7782610,-84.3993778,286.717,0.82,64811.26327,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.651,
11,2921283,33.7782610,-84.3993777,286.640,0.82,64811.26330,-1,-1,-1,-1.0,-1.000,-1.000,-0.473,0.744,
11,2921284,33.7782610,-84.3993778,286.564,0.82,64811.26334,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.836,
11,2921285,33.7782610,-84.3993778,286.488,0.81,64811.26337,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.927,
11,2921408,33.7782610,-84.3993778,287.170,0.81,64811.27639,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.103,
11,2921409,33.7782611,-84.3993779,287.095,0.80,64811.27642,-1,-1,-1,-1.0,-1.000,-1.000,-0.465,0.193,
11,2921410,33.7782611,-84.3993779,287.019,0.82,64811.27646,-1,-1,-1,-1.0,-1.000,-1.000,-0.465,0.285,
11,2921411,33.7782610,-84.3993779,286.944,0.83,64811.27649,-1,-1,-1,-1.0,-1.000,-1.000,-0.479,0.376,
11,2921412,33.7782610,-84.3993778,286.868,0.82,64811.27652,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.468,
11,2921413,33.7782610,-84.3993778,286.793,0.82,64811.27655,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.559,
11,2921414,33.7782609,-84.3993777,286.716,0.82,64811.27659,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.652,
11,2921415,33.7782610,-84.3993778,286.641,0.82,64811.27662,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.742,
11,2921416,33.7782609,-84.3993777,286.564,0.82,64811.27665,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.836,
11,2921417,33.7782609,-84.3993778,286.489,0.82,64811.27669,-1,-1,-1,-1.0,-1.000,-1.000,-0.490,0.926,
11,2921540,33.7782610,-84.3993778,287.170,0.81,64811.28971,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.103,
11,2921541,33.7782609,-84.3993778,287.094,0.81,64811.28974,-1,-1,-1,-1.0,-1.000,-1.000,-0.490,0.195,
11,2921542,33.7782610,-84.3993778,287.019,0.81,64811.28978,-1,-1,-1,-1.0,-1.000,-1.000,-0.476,0.285,
11,2921543,33.7782610,-84.3993779,286.945,0.82,64811.28981,-1,-1,-1,-1.0,-1.000,-1.000,-0.479,0.375,
11,2921544,33.7782609,-84.3993778,286.868,0.82,64811.28984,-1,-1,-1,-1.0,-1.000,-1.000,-0.490,0.468,
11,2921545,33.7782609,-84.3993777,286.793,0.82,64811.28987,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.559,
11,2921546,33.7782610,-84.3993779,286.718,0.82,64811.28991,-1,-1,-1,-1.0,-1.000,-1.000,-0.479,0.649,
11,2921547,33.7782609,-84.3993777,286.642,0.82,64811.28994,-1,-1,-1,-1.0,-1.000,-1.000,-0.487,0.741,
11,2921548,33.7782608,-84.3993776,286.564,0.82,64811.28997,-1,-1,-1,-1.0,-1.000,-1.000,-0.499,0.836,
