query_lat,query_lon,query_alt,index,lidar_lat,lidar_long,lidar_alt,retro,count,x_cart,y_cart,z_cart
33.8369315,-84.2490125,326.1505001,106822,33.836848130999996,-84.249113952,332.8129,0.7879999999999999,1789,4544.109632658043,12.179630696531426,-131.18840028378267
33.8369315,-84.2490125,326.1505001,106823,33.8368481,-84.24911389,332.6289,0.7959999999999999,1789,4544.106062425685,12.18536943335513,-131.00440277915007
33.8369315,-84.2490125,326.1505001,106824,33.836847918000004,-84.249113989,332.4548,0.792,1789,4544.085749547744,12.176205108053571,-130.83031727538284
33.8369315,-84.2490125,326.1505001,106825,33.836847946,-84.249113865,332.2702,0.8,1789,4544.088723481867,12.187682916973733,-130.64571508040424
33.8369315,-84.2490125,326.1505001,106826,33.836847762,-84.24911396899999,332.0987,0.816,1789,4544.0681906106765,12.178055768239247,-130.4742297348498
33.8369315,-84.2490125,326.1505001,106827,33.836847685,-84.249113958,331.9223,0.7490000000000001,1789,4544.05952324931,12.179073666940322,-130.29783588497804
33.8369315,-84.2490125,326.1505001,106828,33.836847578000004,-84.24911398100001,331.7487,0.784,1789,4544.047530129963,12.176944335068503,-130.12424441906032
33.8369315,-84.2490125,326.1505001,106829,33.836847484,-84.249113989,331.5754,0.82,1789,4544.036979254889,12.176203492571645,-129.95095192022504
33.8369315,-84.2490125,326.1505001,106830,33.836847429,-84.24911395699999,331.4014,0.8240000000000001,1789,4544.030753967057,12.179165275915603,-129.77695632129422
33.8369315,-84.2490125,326.1505001,106831,33.836849476,-84.249112799,335.7674,0.745,1789,4544.2609397133,12.28636462570316,-134.14279265123
33.8369315,-84.2490125,326.1505001,106832,33.836849383,-84.24911279,335.5603,0.745,1789,4544.250475586303,12.287197333890912,-133.9357000783807
33.8369315,-84.2490125,326.1505001,106833,33.836849309,-84.24911276,335.354,0.769,1789,4544.242119614051,12.289973923997996,-133.72940599528656
33.8369315,-84.2490125,326.1505001,106834,33.83684919,-84.249112782,335.1541,0.757,1789,4544.228776575564,12.287937106749173,-133.52951548801516
33.8369315,-84.2490125,326.1505001,106835,33.836849013,-84.249112869,334.9612,0.769,1789,4544.209004869621,12.27988352836469,-133.33662959003476
33.8369315,-84.2490125,326.1505001,106836,33.836848896999996,-84.249112888,334.7651,0.773,1789,4544.195997325759,12.278124416110368,-133.1405388458437
33.8369315,-84.2490125,326.1505001,106837,33.836848841,-84.249112844,334.5663,0.765,1789,4544.189643375503,12.282196941625827,-132.94174332829127
33.8369315,-84.2490125,326.1505001,106838,33.836848743000004,-84.249112848,334.3729,0.7759999999999999,1789,4544.178634419678,12.281826319634883,-132.74835115067833
33.8369315,-84.2490125,326.1505001,106839,33.836848623,-84.24911287399999,334.183,0.7759999999999999,1789,4544.165187609737,12.279419259459758,-132.55846072277942
33.8369315,-84.2490125,326.1505001,106840,33.836848509,-84.249112897,333.9945,0.769,1789,4544.15240735193,12.27728989665953,-132.3699698159959
